Contig Number	S. lycopersicum cv Heinz (2.40)	S. lycopersicum cv Heinz (aplg ill 250+300+500+2k+3k+4k+5k)	S. habrochaites (aplg ill 170+500+2k)	S. pennellii (aplg ill 170+500+2k)	S. arcanum (aplg ill 170+500+2k)
"579"	773901401	152488509	165573606	130117058	145632190
"580"	773905870	152657517	165765555	130276435	145808182
"581"	773910336	152826266	165957260	130435793	145984058
"582"	773914799	152994855	166148838	130595032	146159864
"583"	773919261	153163180	166340040	130754161	146335641
"584"	773923720	153331224	166530947	130913242	146511407
"585"	773928179	153499229	166721805	131072220	146687076
"586"	773932637	153666952	166912631	131230920	146862693
"587"	773937092	153834593	167103454	131389569	147038204
"588"	773941545	154001994	167294254	131548121	147213146
"589"	773945996	154169377	167485039	131706586	147388023
"590"	773950445	154336627	167675715	131864860	147562861
"591"	773954893	154503848	167866094	132022922	147737676
"592"	773959338	154671041	168056441	132180898	147912297
"593"	773963779	154838077	168246665	132338827	148086663
"594"	773968215	155005053	168436433	132496613	148260561
"595"	773972650	155171720	168625832	132654347	148434242
"596"	773977082	155338122	168815138	132811969	148607506
"597"	773981509	155504417	169004189	132969582	148780676
"598"	773985935	155670683	169192929	133127155	148953792
"599"	773990358	155836924	169381345	133284530	149126497
"600"	773994781	156003097	169569448	133441882	149299092
"601"	773999203	156169212	169757380	133599132	149471472
"602"	774003611	156335297	169945072	133756235	149643719
"603"	774008018	156501340	170132460	133913264	149815809
"604"	774012422	156667315	170319585	134070290	149987816
"605"	774016826	156833278	170506648	134227172	150159673
"606"	774021230	156999231	170693651	134383891	150331448
"607"	774025634	157164836	170880521	134540558	150503163
"608"	774030037	157330385	171067103	134697191	150674819
"609"	774034431	157495713	171253402	134853821	150846405
"610"	774038824	157661040	171439636	135010151	151017780
"611"	774043211	157826020	171625828	135166402	151189129
"612"	774047593	157990821	171811892	135322622	151360444
"613"	774051974	158155472	171997926	135478840	151531750
"614"	774056355	158320013	172183855	135634966	151703040
"615"	774060736	158484414	172369722	135791088	151874252
"616"	774065116	158648811	172555229	135947165	152045399
"617"	774069493	158813158	172740280	136103173	152216217
"618"	774073869	158977461	172925315	136259081	152386945
"619"	774078241	159141744	173110265	136414771	152557647
"620"	774082607	159305863	173295191	136570358	152728327
"621"	774086968	159469900	173479929	136725863	152898832
"622"	774091325	159633880	173664451	136881169	153069272
"623"	774095679	159797795	173848934	137036312	153239613
"624"	774100031	159961683	174033379	137191305	153409871
"625"	774104377	160125564	174217748	137346212	153580059
"626"	774108723	160289316	174402048	137501103	153750231
"627"	774113068	160452906	174586319	137655882	153920229
"628"	774117410	160616022	174770128	137810455	154089742
"629"	774121750	160778959	174953824	137965023	154259244
"630"	774126085	160941887	175137202	138119451	154427975
"631"	774130415	161104662	175320573	138273811	154596702
"632"	774134743	161267271	175503786	138428016	154765384
"633"	774139070	161429841	175686801	138582078	154934066
"634"	774143396	161592225	175869724	138736046	155102615
"635"	774147721	161754478	176052434	138889967	155270985
"636"	774152043	161916644	176235013	139043860	155439233
"637"	774156360	162078772	176417485	139197747	155607467
"638"	774160677	162240895	176599654	139351554	155775582
"639"	774164993	162403017	176781780	139505227	155943696
"640"	774169304	162564942	176963543	139658773	156111788
"641"	774173614	162726763	177145301	139812233	156279866
"642"	774177924	162888373	177326999	139965648	156447658
"643"	774182229	163049962	177508464	140119025	156615382
"644"	774186528	163211475	177689921	140272360	156783104
"645"	774190825	163372752	177871278	140425618	156950679
"646"	774195120	163533841	178052371	140578831	157118082
"647"	774199414	163694863	178233110	140731672	157285424
"648"	774203708	163855789	178413818	140884041	157452748
"649"	774208001	164016496	178594271	141036405	157620070
"650"	774212294	164177093	178774571	141188760	157787130
"651"	774216585	164337675	178954751	141340866	157954116
"652"	774220871	164498018	179134848	141492698	158121084
"653"	774225155	164658220	179314892	141644452	158287984
"654"	774229436	164818315	179494852	141796150	158454798
"655"	774233711	164978297	179674752	141947816	158621529
"656"	774237980	165138216	179854506	142099453	158788219
"657"	774242245	165298103	180034214	142251080	158954703
"658"	774246510	165457890	180213647	142402649	159121046
"659"	774250774	165617622	180393010	142554179	159287365
"660"	774255036	165777201	180572234	142705698	159453655
"661"	774259296	165936658	180751350	142857108	159619905
"662"	774263556	166096058	180930438	143008515	159786100
"663"	774267816	166255383	181109429	143159898	159952289
"664"	774272076	166414653	181288375	143311235	160118260
"665"	774276329	166573898	181467206	143462521	160284169
"666"	774280581	166733095	181645795	143613758	160449984
"667"	774284829	166892266	181824259	143764950	160615799
"668"	774289076	167051228	182002688	143916102	160781377
"669"	774293322	167210154	182181082	144067228	160946916
"670"	774297565	167368978	182359417	144218320	161112312
"671"	774301807	167527755	182537728	144369299	161277580
"672"	774306044	167686276	182716031	144520256	161442843
"673"	774310281	167844551	182893896	144671202	161607888
"674"	774314515	168002794	183071471	144822105	161772826
"675"	774318745	168161017	183248912	144972849	161937669
"676"	774322972	168319211	183426071	145123505	162102217
"677"	774327193	168477382	183603148	145274000	162266745
"678"	774331413	168635534	183780200	145424260	162431267
"679"	774335632	168793613	183957128	145574476	162595561
"680"	774339847	168951658	184133992	145724647	162759787
"681"	774344057	169109435	184310804	145874787	162923966
"682"	774348267	169267050	184487530	146024923	163088098
"683"	774352475	169424552	184664129	146174985	163252134
"684"	774356682	169581877	184840604	146325036	163415934
"685"	774360889	169739165	185017035	146474967	163579580
"686"	774365095	169896392	185193332	146624664	163743070
"687"	774369301	170053601	185369447	146774358	163906542
"688"	774373504	170210774	185545496	146923977	164069993
"689"	774377706	170367823	185721535	147073577	164233398
"690"	774381907	170524715	185897418	147223035	164396573
"691"	774386108	170681574	186072986	147372477	164559621
"692"	774390309	170838405	186248236	147521747	164722667
"693"	774394508	170995094	186423485	147670737	164885688
"694"	774398704	171151746	186598207	147819692	165048596
"695"	774402896	171308370	186772918	147968622	165210920
"696"	774407085	171464969	186947608	148117453	165373098
"697"	774411273	171621444	187122209	148266222	165535031
"698"	774415460	171777900	187296781	148414948	165696807
"699"	774419646	171934223	187471264	148563630	165858567
"700"	774423828	172090423	187645737	148712275	166020299
"701"	774428006	172246527	187820209	148860887	166181869
"702"	774432179	172401791	187994467	149009456	166343283
"703"	774436351	172557029	188168602	149157923	166504691
"704"	774440523	172712262	188342730	149306135	166665992
"705"	774444695	172867398	188516347	149454307	166827291
"706"	774448864	173022405	188689856	149602354	166988584
"707"	774453033	173177322	188863185	149750225	167149848
"708"	774457201	173332202	189036382	149897992	167310951
"709"	774461367	173486779	189209482	150045596	167472009
"710"	774465527	173641256	189382318	150193167	167633065
"711"	774469686	173795721	189555117	150340543	167794114
"712"	774473845	173949683	189727796	150487786	167955108
"713"	774478000	174103548	189899803	150634894	168116049
"714"	774482153	174257403	190071506	150781769	168276912
"715"	774486304	174411242	190243159	150928603	168437652
"716"	774490453	174564969	190414768	151075369	168598342
"717"	774494600	174718509	190586308	151221942	168758874
"718"	774498746	174872003	190757832	151368477	168919294
"719"	774502887	175025495	190929104	151514965	169079643
"720"	774507027	175178901	191100367	151661328	169239822
"721"	774511165	175332219	191271583	151807512	169399933
"722"	774515303	175485353	191442506	151953614	169560005
"723"	774519440	175638481	191613394	152099673	169720024
"724"	774523575	175791576	191784243	152245640	169879889
"725"	774527704	175944618	191955071	152391527	170039655
"726"	774531833	176097541	192125778	152537349	170198907
"727"	774535961	176250233	192296463	152683139	170358116
"728"	774540088	176402650	192466862	152828865	170517282
"729"	774544214	176554961	192637234	152974286	170676317
"730"	774548340	176707270	192807568	153119588	170835248
"731"	774552463	176859540	192977900	153264700	170993936
"732"	774556584	177011794	193148219	153409633	171152576
"733"	774560700	177163824	193318461	153554259	171311068
"734"	774564812	177315661	193488703	153698874	171469472
"735"	774568924	177467476	193658913	153843424	171627626
"736"	774573036	177619172	193828940	153987926	171785679
"737"	774577144	177770835	193998932	154132377	171943436
"738"	774581251	177922491	194168853	154276594	172101126
"739"	774585350	178074075	194338767	154420762	172258803
"740"	774589448	178225638	194508660	154564914	172416433
"741"	774593546	178377111	194678546	154709047	172573899
"742"	774597644	178528543	194848147	154853101	172731292
"743"	774601741	178679833	195017737	154997105	172888487
"744"	774605838	178830907	195187309	155141076	173045580
"745"	774609934	178981933	195356808	155284998	173202605
"746"	774614017	179132934	195526298	155428893	173359269
"747"	774618097	179283930	195695665	155572740	173515837
"748"	774622177	179434854	195864659	155716539	173672382
"749"	774626256	179585587	196033630	155860145	173828918
"750"	774630332	179736270	196202406	156003725	173985123
"751"	774634402	179886937	196371147	156147303	174141309
"752"	774638469	180037374	196539807	156290522	174297273
"753"	774642536	180187785	196708220	156433710	174453088
"754"	774646603	180338193	196876481	156576757	174608790
"755"	774650669	180488542	197044688	156719798	174764416
"756"	774654732	180638854	197212819	156862681	174919875
"757"	774658794	180789103	197380760	157005551	175075253
"758"	774662852	180939338	197548684	157148326	175230505
"759"	774666907	181089549	197716563	157291043	175385737
"760"	774670961	181239679	197884325	157433637	175540812
"761"	774675010	181389762	198052050	157576152	175695859
"762"	774679058	181539705	198219722	157718644	175850836
"763"	774683105	181689537	198387382	157861133	176005732
"764"	774687151	181839188	198555021	158003518	176160585
"765"	774691195	181988770	198722644	158145873	176315381
"766"	774695237	182138199	198890194	158288215	176470038
"767"	774699278	182287567	199057730	158430535	176624679
"768"	774703315	182436841	199225217	158572676	176779297
"769"	774707352	182585949	199392697	158714708	176933900
"770"	774711388	182735012	199560005	158856686	177088266
"771"	774715421	182883895	199727207	158998587	177242602
"772"	774719454	183032628	199894399	159140436	177396909
"773"	774723483	183181360	200061549	159282245	177551057
"774"	774727511	183330076	200228513	159423929	177705146
"775"	774731538	183478750	200395377	159565604	177859235
"776"	774735562	183627335	200562021	159707180	178013011
"777"	774739586	183775845	200728632	159848740	178166711
"778"	774743609	183924332	200895235	159990172	178320371
"779"	774747629	184072681	201061739	160131497	178473939
"780"	774751646	184220945	201228124	160272757	178627210
"781"	774755662	184369183	201394300	160413761	178780421
"782"	774759673	184517250	201560246	160554303	178933460
"783"	774763682	184664934	201726118	160694689	179086460
"784"	774767681	184812602	201891934	160834973	179239382
"785"	774771679	184960246	202057452	160975257	179392064
"786"	774775675	185107831	202222961	161115524	179544721
"787"	774779671	185255392	202388468	161255700	179697166
"788"	774783664	185402931	202553939	161395843	179849557
"789"	774787654	185550372	202719408	161535947	180001931
"790"	774791644	185697807	202884647	161676021	180154108
"791"	774795627	185845168	203049795	161816056	180306254
"792"	774799610	185992481	203214935	161955936	180458366
"793"	774803593	186139744	203380058	162095806	180610323
"794"	774807575	186286913	203545096	162235645	180762268
"795"	774811554	186434053	203709914	162375469	180914064
"796"	774815533	186581154	203874698	162515201	181065767
"797"	774819511	186728251	204039402	162654904	181217342
"798"	774823488	186875341	204203937	162794524	181368915
"799"	774827457	187022182	204368377	162934047	181520480
"800"	774831425	187169005	204532777	163073537	181671742
"801"	774835390	187315733	204696971	163212963	181822872
"802"	774839353	187462215	204861048	163352196	181973992
"803"	774843314	187608630	205025000	163491321	182124922
"804"	774847275	187754972	205188850	163630432	182275801
"805"	774851230	187901236	205352684	163769523	182426514
"806"	774855183	188047473	205516483	163908559	182577064
"807"	774859135	188193672	205680274	164047575	182727227
"808"	774863083	188339366	205843959	164186564	182877319
"809"	774867027	188485006	206007613	164325551	183027202
"810"	774870971	188630623	206170585	164464513	183177079
"811"	774874914	188776199	206333499	164603455	183326930
"812"	774878854	188921758	206496394	164742280	183476667
"813"	774882791	189067315	206659286	164881079	183626224
"814"	774886728	189212813	206821999	165019864	183775725
"815"	774890665	189358241	206984709	165158562	183925127
"816"	774894599	189503657	207147399	165297215	184074502
"817"	774898528	189649056	207310082	165435813	184223805
"818"	774902457	189793957	207472762	165574270	184373085
"819"	774906386	189938853	207635231	165712681	184522325
"820"	774910315	190083716	207797527	165851047	184671558
"821"	774914239	190228538	207959734	165989388	184820789
"822"	774918163	190373192	208121744	166127675	184969996
"823"	774922082	190517806	208283692	166265961	185119177
"824"	774925999	190662350	208445627	166404119	185268352
"825"	774929916	190806891	208607560	166542240	185417382
"826"	774933832	190951383	208769461	166680334	185566255
"827"	774937747	191095809	208931216	166818348	185715090
