Contig Number	heinz reference (2.40)	heinz (aplg ill 250+300+500+2k+3k+4k+5k)	habrochaites (aplg ill 170+2k)	habrochaites (aplg ill 170+500+2k)+(scarpa 454 8k+20k)	pennellii (aplg ill 170+2k)	pennellii (aplg ill 170+500+2k)+(scarpa 454 3k+8k+20k)	arcanum (clc ill 170+2k 454 8k+20k) non default	arcanum (aplg ill 170+2k)	arcanum (aplg ill 170+500+2k)+(scarpa 454 8k+20k)
"20280"	""	""	""	""	726611495	773438847	516683356	""	""
"20281"	""	""	""	""	726614417	773439978	516692952	""	""
"20282"	""	""	""	""	726617337	773441109	516702548	""	""
"20283"	""	""	""	""	726620256	773442239	516712143	""	""
"20284"	""	""	""	""	726623173	773443369	516721738	""	""
"20285"	""	""	""	""	726626090	773444499	516731333	""	""
"20286"	""	""	""	""	726629006	773445629	516740927	""	""
"20287"	""	""	""	""	726631922	773446759	516750521	""	""
"20288"	""	""	""	""	726634837	773447888	516760115	""	""
"20289"	""	""	""	""	726637750	773449017	516769709	""	""
"20290"	""	""	""	""	726640662	773450146	516779302	""	""
"20291"	""	""	""	""	726643573	773451275	516788894	""	""
"20292"	""	""	""	""	726646483	773452404	516798485	""	""
"20293"	""	""	""	""	726649391	773453533	516808074	""	""
"20294"	""	""	""	""	726652299	773454662	516817663	""	""
"20295"	""	""	""	""	726655206	773455791	516827251	""	""
"20296"	""	""	""	""	726658111	773456920	516836837	""	""
"20297"	""	""	""	""	726661015	773458049	516846423	""	""
"20298"	""	""	""	""	726663919	773459178	516856008	""	""
"20299"	""	""	""	""	726666822	773460307	516865593	""	""
"20300"	""	""	""	""	726669724	773461435	516875178	""	""
"20301"	""	""	""	""	726672625	773462563	516884763	""	""
"20302"	""	""	""	""	726675525	773463691	516894347	""	""
"20303"	""	""	""	""	726678423	773464819	516903931	""	""
"20304"	""	""	""	""	726681320	773465947	516913514	""	""
"20305"	""	""	""	""	726684216	773467074	516923095	""	""
"20306"	""	""	""	""	726687111	773468201	516932675	""	""
"20307"	""	""	""	""	726690005	773469328	516942254	""	""
"20308"	""	""	""	""	726692898	773470455	516951833	""	""
"20309"	""	""	""	""	726695791	773471582	516961412	""	""
"20310"	""	""	""	""	726698682	773472709	516970990	""	""
"20311"	""	""	""	""	726701572	773473836	516980568	""	""
"20312"	""	""	""	""	726704462	773474963	516990146	""	""
"20313"	""	""	""	""	726707349	773476090	516999724	""	""
"20314"	""	""	""	""	726710236	773477216	517009301	""	""
"20315"	""	""	""	""	726713123	773478342	517018878	""	""
"20316"	""	""	""	""	726716009	773479468	517028455	""	""
"20317"	""	""	""	""	726718895	773480594	517038032	""	""
"20318"	""	""	""	""	726721781	773481720	517047609	""	""
"20319"	""	""	""	""	726724663	773482845	517057185	""	""
"20320"	""	""	""	""	726727543	773483970	517066761	""	""
"20321"	""	""	""	""	726730421	773485095	517076337	""	""
"20322"	""	""	""	""	726733299	773486220	517085912	""	""
"20323"	""	""	""	""	726736177	773487345	517095486	""	""
"20324"	""	""	""	""	726739054	773488470	517105060	""	""
"20325"	""	""	""	""	726741931	773489595	517114633	""	""
"20326"	""	""	""	""	726744807	773490720	517124206	""	""
"20327"	""	""	""	""	726747681	773491845	517133778	""	""
"20328"	""	""	""	""	726750554	773492969	517143350	""	""
"20329"	""	""	""	""	726753427	773494093	517152921	""	""
"20330"	""	""	""	""	726756299	773495217	517162492	""	""
"20331"	""	""	""	""	726759171	773496341	517172062	""	""
"20332"	""	""	""	""	726762042	773497465	517181632	""	""
"20333"	""	""	""	""	726764913	773498589	517191202	""	""
"20334"	""	""	""	""	726767783	773499713	517200771	""	""
"20335"	""	""	""	""	726770653	773500837	517210340	""	""
"20336"	""	""	""	""	726773522	773501961	517219909	""	""
"20337"	""	""	""	""	726776391	773503085	517229477	""	""
"20338"	""	""	""	""	726779260	773504209	517239045	""	""
"20339"	""	""	""	""	726782128	773505333	517248612	""	""
"20340"	""	""	""	""	726784995	773506457	517258179	""	""
"20341"	""	""	""	""	726787861	773507581	517267744	""	""
"20342"	""	""	""	""	726790726	773508704	517277309	""	""
"20343"	""	""	""	""	726793590	773509827	517286873	""	""
"20344"	""	""	""	""	726796453	773510950	517296437	""	""
"20345"	""	""	""	""	726799316	773512073	517306000	""	""
"20346"	""	""	""	""	726802178	773513196	517315562	""	""
"20347"	""	""	""	""	726805040	773514319	517325124	""	""
"20348"	""	""	""	""	726807902	773515442	517334685	""	""
"20349"	""	""	""	""	726810763	773516565	517344245	""	""
"20350"	""	""	""	""	726813624	773517687	517353805	""	""
"20351"	""	""	""	""	726816485	773518809	517363364	""	""
"20352"	""	""	""	""	726819345	773519931	517372923	""	""
"20353"	""	""	""	""	726822205	773521053	517382481	""	""
"20354"	""	""	""	""	726825064	773522175	517392038	""	""
"20355"	""	""	""	""	726827922	773523297	517401595	""	""
"20356"	""	""	""	""	726830778	773524419	517411152	""	""
"20357"	""	""	""	""	726833634	773525541	517420709	""	""
"20358"	""	""	""	""	726836489	773526663	517430265	""	""
"20359"	""	""	""	""	726839344	773527785	517439821	""	""
"20360"	""	""	""	""	726842199	773528907	517449377	""	""
"20361"	""	""	""	""	726845052	773530029	517458932	""	""
"20362"	""	""	""	""	726847905	773531151	517468487	""	""
"20363"	""	""	""	""	726850757	773532273	517478041	""	""
"20364"	""	""	""	""	726853609	773533395	517487594	""	""
"20365"	""	""	""	""	726856460	773534517	517497145	""	""
"20366"	""	""	""	""	726859310	773535638	517506695	""	""
"20367"	""	""	""	""	726862160	773536759	517516245	""	""
"20368"	""	""	""	""	726865009	773537880	517525794	""	""
"20369"	""	""	""	""	726867858	773539001	517535342	""	""
"20370"	""	""	""	""	726870706	773540122	517544890	""	""
"20371"	""	""	""	""	726873553	773541243	517554437	""	""
"20372"	""	""	""	""	726876399	773542364	517563984	""	""
"20373"	""	""	""	""	726879245	773543485	517573531	""	""
"20374"	""	""	""	""	726882090	773544606	517583077	""	""
"20375"	""	""	""	""	726884935	773545727	517592623	""	""
"20376"	""	""	""	""	726887780	773546848	517602169	""	""
"20377"	""	""	""	""	726890623	773547969	517611713	""	""
"20378"	""	""	""	""	726893466	773549090	517621257	""	""
"20379"	""	""	""	""	726896308	773550211	517630800	""	""
"20380"	""	""	""	""	726899150	773551331	517640338	""	""
"20381"	""	""	""	""	726901991	773552451	517649876	""	""
"20382"	""	""	""	""	726904831	773553571	517659413	""	""
"20383"	""	""	""	""	726907671	773554691	517668950	""	""
"20384"	""	""	""	""	726910510	773555811	517678486	""	""
"20385"	""	""	""	""	726913349	773556931	517688021	""	""
"20386"	""	""	""	""	726916188	773558051	517697556	""	""
"20387"	""	""	""	""	726919025	773559170	517707091	""	""
"20388"	""	""	""	""	726921860	773560289	517716624	""	""
"20389"	""	""	""	""	726924694	773561408	517726157	""	""
"20390"	""	""	""	""	726927527	773562527	517735690	""	""
"20391"	""	""	""	""	726930360	773563646	517745222	""	""
"20392"	""	""	""	""	726933192	773564765	517754754	""	""
"20393"	""	""	""	""	726936024	773565884	517764286	""	""
"20394"	""	""	""	""	726938854	773567003	517773818	""	""
"20395"	""	""	""	""	726941683	773568121	517783350	""	""
"20396"	""	""	""	""	726944511	773569239	517792881	""	""
"20397"	""	""	""	""	726947337	773570357	517802412	""	""
"20398"	""	""	""	""	726950163	773571475	517811942	""	""
"20399"	""	""	""	""	726952988	773572593	517821472	""	""
"20400"	""	""	""	""	726955811	773573711	517831001	""	""
"20401"	""	""	""	""	726958633	773574829	517840530	""	""
"20402"	""	""	""	""	726961452	773575947	517850058	""	""
"20403"	""	""	""	""	726964270	773577065	517859585	""	""
"20404"	""	""	""	""	726967088	773578183	517869112	""	""
"20405"	""	""	""	""	726969906	773579300	517878638	""	""
"20406"	""	""	""	""	726972723	773580417	517888164	""	""
"20407"	""	""	""	""	726975539	773581534	517897689	""	""
"20408"	""	""	""	""	726978355	773582651	517907214	""	""
"20409"	""	""	""	""	726981170	773583768	517916739	""	""
"20410"	""	""	""	""	726983982	773584885	517926263	""	""
"20411"	""	""	""	""	726986794	773586002	517935787	""	""
"20412"	""	""	""	""	726989606	773587119	517945310	""	""
"20413"	""	""	""	""	726992417	773588236	517954833	""	""
"20414"	""	""	""	""	726995226	773589352	517964355	""	""
"20415"	""	""	""	""	726998033	773590468	517973877	""	""
"20416"	""	""	""	""	727000838	773591584	517983399	""	""
"20417"	""	""	""	""	727003643	773592700	517992920	""	""
"20418"	""	""	""	""	727006448	773593816	518002438	""	""
"20419"	""	""	""	""	727009251	773594932	518011956	""	""
"20420"	""	""	""	""	727012052	773596048	518021474	""	""
"20421"	""	""	""	""	727014852	773597164	518030991	""	""
"20422"	""	""	""	""	727017651	773598280	518040508	""	""
"20423"	""	""	""	""	727020449	773599395	518050025	""	""
"20424"	""	""	""	""	727023245	773600510	518059542	""	""
"20425"	""	""	""	""	727026041	773601625	518069059	""	""
"20426"	""	""	""	""	727028834	773602740	518078575	""	""
"20427"	""	""	""	""	727031624	773603855	518088090	""	""
"20428"	""	""	""	""	727034414	773604970	518097605	""	""
"20429"	""	""	""	""	727037203	773606085	518107120	""	""
"20430"	""	""	""	""	727039992	773607200	518116635	""	""
"20431"	""	""	""	""	727042781	773608315	518126149	""	""
"20432"	""	""	""	""	727045569	773609429	518135663	""	""
"20433"	""	""	""	""	727048356	773610543	518145177	""	""
"20434"	""	""	""	""	727051142	773611657	518154691	""	""
"20435"	""	""	""	""	727053928	773612771	518164204	""	""
"20436"	""	""	""	""	727056712	773613885	518173717	""	""
"20437"	""	""	""	""	727059493	773614999	518183229	""	""
"20438"	""	""	""	""	727062274	773616113	518192741	""	""
"20439"	""	""	""	""	727065055	773617227	518202252	""	""
"20440"	""	""	""	""	727067836	773618341	518211763	""	""
"20441"	""	""	""	""	727070616	773619455	518221272	""	""
"20442"	""	""	""	""	727073393	773620569	518230781	""	""
"20443"	""	""	""	""	727076168	773621683	518240290	""	""
"20444"	""	""	""	""	727078942	773622797	518249798	""	""
"20445"	""	""	""	""	727081715	773623910	518259305	""	""
"20446"	""	""	""	""	727084487	773625023	518268812	""	""
"20447"	""	""	""	""	727087259	773626136	518278318	""	""
"20448"	""	""	""	""	727090031	773627249	518287824	""	""
"20449"	""	""	""	""	727092801	773628362	518297328	""	""
"20450"	""	""	""	""	727095571	773629475	518306831	""	""
"20451"	""	""	""	""	727098340	773630588	518316333	""	""
"20452"	""	""	""	""	727101108	773631701	518325835	""	""
"20453"	""	""	""	""	727103875	773632813	518335337	""	""
"20454"	""	""	""	""	727106641	773633925	518344839	""	""
"20455"	""	""	""	""	727109406	773635037	518354340	""	""
"20456"	""	""	""	""	727112169	773636149	518363840	""	""
"20457"	""	""	""	""	727114930	773637261	518373340	""	""
"20458"	""	""	""	""	727117691	773638373	518382840	""	""
"20459"	""	""	""	""	727120451	773639485	518392340	""	""
"20460"	""	""	""	""	727123209	773640597	518401838	""	""
"20461"	""	""	""	""	727125964	773641709	518411336	""	""
"20462"	""	""	""	""	727128719	773642821	518420834	""	""
"20463"	""	""	""	""	727131473	773643933	518430331	""	""
"20464"	""	""	""	""	727134224	773645045	518439828	""	""
"20465"	""	""	""	""	727136975	773646157	518449324	""	""
"20466"	""	""	""	""	727139725	773647268	518458820	""	""
"20467"	""	""	""	""	727142475	773648379	518468316	""	""
"20468"	""	""	""	""	727145225	773649490	518477812	""	""
"20469"	""	""	""	""	727147974	773650601	518487308	""	""
"20470"	""	""	""	""	727150723	773651712	518496803	""	""
"20471"	""	""	""	""	727153469	773652823	518506297	""	""
"20472"	""	""	""	""	727156215	773653934	518515791	""	""
"20473"	""	""	""	""	727158960	773655045	518525284	""	""
"20474"	""	""	""	""	727161704	773656156	518534777	""	""
"20475"	""	""	""	""	727164447	773657267	518544269	""	""
"20476"	""	""	""	""	727167190	773658378	518553759	""	""
"20477"	""	""	""	""	727169933	773659488	518563249	""	""
"20478"	""	""	""	""	727172674	773660598	518572737	""	""
"20479"	""	""	""	""	727175415	773661708	518582225	""	""
"20480"	""	""	""	""	727178156	773662818	518591712	""	""
"20481"	""	""	""	""	727180894	773663928	518601199	""	""
"20482"	""	""	""	""	727183632	773665038	518610686	""	""
"20483"	""	""	""	""	727186369	773666148	518620173	""	""
"20484"	""	""	""	""	727189104	773667258	518629660	""	""
"20485"	""	""	""	""	727191834	773668368	518639146	""	""
"20486"	""	""	""	""	727194564	773669478	518648631	""	""
"20487"	""	""	""	""	727197293	773670588	518658116	""	""
"20488"	""	""	""	""	727200022	773671698	518667601	""	""
"20489"	""	""	""	""	727202750	773672808	518677086	""	""
"20490"	""	""	""	""	727205478	773673917	518686570	""	""
"20491"	""	""	""	""	727208206	773675026	518696053	""	""
"20492"	""	""	""	""	727210933	773676135	518705534	""	""
"20493"	""	""	""	""	727213660	773677244	518715013	""	""
"20494"	""	""	""	""	727216386	773678353	518724492	""	""
"20495"	""	""	""	""	727219110	773679462	518733971	""	""
"20496"	""	""	""	""	727221833	773680571	518743450	""	""
"20497"	""	""	""	""	727224555	773681680	518752928	""	""
"20498"	""	""	""	""	727227275	773682789	518762406	""	""
"20499"	""	""	""	""	727229993	773683898	518771883	""	""
"20500"	""	""	""	""	727232711	773685007	518781360	""	""
"20501"	""	""	""	""	727235427	773686116	518790836	""	""
"20502"	""	""	""	""	727238143	773687225	518800312	""	""
"20503"	""	""	""	""	727240859	773688334	518809788	""	""
"20504"	""	""	""	""	727243574	773689443	518819264	""	""
"20505"	""	""	""	""	727246287	773690551	518828739	""	""
"20506"	""	""	""	""	727248998	773691659	518838213	""	""
"20507"	""	""	""	""	727251708	773692767	518847687	""	""
"20508"	""	""	""	""	727254417	773693875	518857160	""	""
"20509"	""	""	""	""	727257124	773694983	518866633	""	""
"20510"	""	""	""	""	727259831	773696091	518876106	""	""
"20511"	""	""	""	""	727262537	773697199	518885578	""	""
"20512"	""	""	""	""	727265242	773698307	518895050	""	""
"20513"	""	""	""	""	727267946	773699415	518904521	""	""
"20514"	""	""	""	""	727270650	773700523	518913992	""	""
"20515"	""	""	""	""	727273351	773701631	518923462	""	""
"20516"	""	""	""	""	727276051	773702739	518932932	""	""
"20517"	""	""	""	""	727278750	773703846	518942402	""	""
"20518"	""	""	""	""	727281449	773704953	518951871	""	""
"20519"	""	""	""	""	727284148	773706060	518961340	""	""
"20520"	""	""	""	""	727286846	773707167	518970808	""	""
"20521"	""	""	""	""	727289544	773708274	518980276	""	""
"20522"	""	""	""	""	727292242	773709381	518989744	""	""
"20523"	""	""	""	""	727294938	773710488	518999212	""	""
"20524"	""	""	""	""	727297633	773711595	519008679	""	""
"20525"	""	""	""	""	727300326	773712702	519018146	""	""
"20526"	""	""	""	""	727303018	773713809	519027613	""	""
"20527"	""	""	""	""	727305708	773714916	519037079	""	""
"20528"	""	""	""	""	727308397	773716022	519046545	""	""
"20529"	""	""	""	""	727311085	773717128	519056011	""	""
"20530"	""	""	""	""	727313770	773718234	519065476	""	""
"20531"	""	""	""	""	727316455	773719340	519074939	""	""
"20532"	""	""	""	""	727319139	773720446	519084402	""	""
"20533"	""	""	""	""	727321823	773721552	519093864	""	""
"20534"	""	""	""	""	727324506	773722658	519103326	""	""
"20535"	""	""	""	""	727327187	773723763	519112788	""	""
"20536"	""	""	""	""	727329867	773724868	519122249	""	""
"20537"	""	""	""	""	727332546	773725973	519131710	""	""
"20538"	""	""	""	""	727335225	773727078	519141170	""	""
"20539"	""	""	""	""	727337904	773728183	519150630	""	""
"20540"	""	""	""	""	727340581	773729288	519160089	""	""
"20541"	""	""	""	""	727343258	773730393	519169548	""	""
"20542"	""	""	""	""	727345934	773731498	519179007	""	""
"20543"	""	""	""	""	727348608	773732602	519188466	""	""
"20544"	""	""	""	""	727351282	773733706	519197925	""	""
"20545"	""	""	""	""	727353955	773734810	519207383	""	""
"20546"	""	""	""	""	727356627	773735914	519216839	""	""
"20547"	""	""	""	""	727359298	773737018	519226295	""	""
"20548"	""	""	""	""	727361968	773738122	519235750	""	""
"20549"	""	""	""	""	727364635	773739226	519245204	""	""
"20550"	""	""	""	""	727367300	773740330	519254658	""	""
"20551"	""	""	""	""	727369963	773741433	519264112	""	""
"20552"	""	""	""	""	727372626	773742536	519273565	""	""
"20553"	""	""	""	""	727375288	773743639	519283018	""	""
"20554"	""	""	""	""	727377948	773744742	519292470	""	""
"20555"	""	""	""	""	727380607	773745845	519301922	""	""
"20556"	""	""	""	""	727383266	773746948	519311373	""	""
"20557"	""	""	""	""	727385924	773748051	519320824	""	""
"20558"	""	""	""	""	727388581	773749154	519330275	""	""
"20559"	""	""	""	""	727391237	773750257	519339725	""	""
"20560"	""	""	""	""	727393893	773751360	519349174	""	""
"20561"	""	""	""	""	727396547	773752463	519358622	""	""
"20562"	""	""	""	""	727399199	773753566	519368070	""	""
"20563"	""	""	""	""	727401849	773754669	519377518	""	""
"20564"	""	""	""	""	727404497	773755772	519386966	""	""
"20565"	""	""	""	""	727407145	773756875	519396410	""	""
"20566"	""	""	""	""	727409792	773757978	519405853	""	""
"20567"	""	""	""	""	727412437	773759081	519415296	""	""
"20568"	""	""	""	""	727415082	773760184	519424737	""	""
"20569"	""	""	""	""	727417727	773761286	519434177	""	""
"20570"	""	""	""	""	727420371	773762388	519443617	""	""
"20571"	""	""	""	""	727423014	773763490	519453056	""	""
"20572"	""	""	""	""	727425657	773764592	519462494	""	""
"20573"	""	""	""	""	727428299	773765694	519471932	""	""
"20574"	""	""	""	""	727430940	773766796	519481369	""	""
"20575"	""	""	""	""	727433581	773767898	519490806	""	""
"20576"	""	""	""	""	727436222	773769000	519500243	""	""
"20577"	""	""	""	""	727438863	773770101	519509679	""	""
"20578"	""	""	""	""	727441502	773771202	519519115	""	""
"20579"	""	""	""	""	727444140	773772303	519528550	""	""
"20580"	""	""	""	""	727446777	773773404	519537984	""	""
"20581"	""	""	""	""	727449412	773774505	519547418	""	""
"20582"	""	""	""	""	727452046	773775605	519556852	""	""
"20583"	""	""	""	""	727454679	773776705	519566286	""	""
"20584"	""	""	""	""	727457310	773777805	519575720	""	""
"20585"	""	""	""	""	727459940	773778905	519585153	""	""
"20586"	""	""	""	""	727462569	773780005	519594586	""	""
"20587"	""	""	""	""	727465198	773781105	519604019	""	""
"20588"	""	""	""	""	727467827	773782205	519613452	""	""
"20589"	""	""	""	""	727470454	773783305	519622884	""	""
"20590"	""	""	""	""	727473081	773784404	519632316	""	""
"20591"	""	""	""	""	727475703	773785503	519641748	""	""
"20592"	""	""	""	""	727478325	773786602	519651180	""	""
"20593"	""	""	""	""	727480945	773787701	519660612	""	""
"20594"	""	""	""	""	727483565	773788800	519670043	""	""
"20595"	""	""	""	""	727486183	773789899	519679472	""	""
"20596"	""	""	""	""	727488800	773790998	519688901	""	""
"20597"	""	""	""	""	727491417	773792097	519698330	""	""
"20598"	""	""	""	""	727494033	773793196	519707758	""	""
"20599"	""	""	""	""	727496648	773794295	519717186	""	""
"20600"	""	""	""	""	727499263	773795394	519726614	""	""
"20601"	""	""	""	""	727501874	773796493	519736042	""	""
"20602"	""	""	""	""	727504484	773797592	519745469	""	""
"20603"	""	""	""	""	727507094	773798691	519754896	""	""
"20604"	""	""	""	""	727509701	773799790	519764323	""	""
"20605"	""	""	""	""	727512308	773800888	519773749	""	""
"20606"	""	""	""	""	727514915	773801986	519783174	""	""
"20607"	""	""	""	""	727517521	773803084	519792599	""	""
"20608"	""	""	""	""	727520123	773804182	519802024	""	""
"20609"	""	""	""	""	727522725	773805280	519811448	""	""
